poverty_3,poverty_4_20,poverty_8_30,poverty_10
892969104563.171,892969104563.171,85.82406,90.50104
917869913332.649,917869913332.649,84.74646,89.6363
912524136718.018,912524136718.018,82.573944,87.63154
890814755533.537,890814755533.537,82.033035,87.597046
860854232686.214,860854232686.214,81.94432,87.69829
10433698621.3427,10433698621.3427,,
20764857056.3795,20764857056.3795,,
20617405044.2425,20617405044.2425,,
36881601583.8194,36881601583.8194,,
48364250943.9051,48364250943.9051,,
36176430128.8057,36176430128.8057,,
32928454672.4246,32928454672.4246,,
21921569478.8163,21921569478.8163,,
36633669269.3981,36633669269.3981,,
50065104667.8159,50065104667.8159,,
65147051918.0219,65147051918.0219,35.222652,50.641857
88837057319.5179,88837057319.5179,,
131614434153.505,131614434153.505,,
111657580326.315,111657580326.315,,
138516722649.573,138516722649.573,,
185749664444.444,185749664444.444,,
218002476129.472,218002476129.472,31.99161,46.157337
234637675128.645,234637675128.645,,
228415656174.957,228415656174.957,,
166774104959.102,166774104959.102,,
75790786290.3226,75790786290.3226,2.4898517,6.247177
82856648758.3572,82856648758.3572,,
90199410115.5097,90199410115.5097,,
98893958262.6438,98893958262.6438,,
100207610429.909,100207610429.909,0.69942594,1.7330465
109346669229.695,109346669229.695,,
128596035288.401,128596035288.401,1.4695268,2.2136104
164670771259.602,164670771259.602,0.7047609,1.4066572
194372115041.065,194372115041.065,0.6680337,0.9345888
211876989655.907,211876989655.907,0.28403148,0.8427739
232180617162.279,232180617162.279,0.7047972,1.2527127
270079279419.5,270079279419.5,0.6019181,0.71922964
275447471451.063,275447471451.063,0.981865,1.140373
236443115853.695,236443115853.695,1.7671255,2.2599413
221732824603.484,221732824603.484,2.0293276,2.5103428
240975871046.644,240975871046.644,1.8594453,2.4963613
226921827888.137,226921827888.137,1.5981466,2.0380688
242924245718.756,242924245718.756,1.9429741,2.3777664
266490442124.309,266490442124.309,1.2715658,1.692367
302101388556.271,302101388556.271,0.9203727,1.1483333
115116595544.694,115116595544.694,,
119459826346.611,119459826346.611,8.968512,14.748122
120547409278.703,120547409278.703,,
121417185061.719,121417185061.719,,
136512300542.025,136512300542.025,,
135002039612.906,135002039612.906,6.7156954,11.99155
125332331883.997,125332331883.997,11.991577,16.739502
131408914824.005,131408914824.005,11.207892,17.485567
140047984605.087,140047984605.087,12.746059,18.479275
147519922009.047,147519922009.047,11.968938,16.472527
158900547825.306,158900547825.306,11.482711,16.490932
184681214673.45,184681214673.45,9.476204,13.97973
221231658862.876,221231658862.876,9.224291,13.961773
213403181852.86,213403181852.86,10.232354,14.993951
239679036634.372,239679036634.372,10.241474,14.202909
268094998225.028,268094998225.028,9.222544,13.455467
263589172712.391,263589172712.391,8.496111,11.994441
298478070673.058,298478070673.058,6.747687,10.498634
315017088116.716,315017088116.716,7.2074676,9.989911
303469434072.296,303469434072.296,6.7411647,9.990605
1314776508972.27,1314776508972.27,,
1244988176443.84,1244988176443.84,,
1272729786996.77,1272729786996.77,4.2440953,5.996939
1255004736463.98,1255004736463.98,,
1149661363439.38,1149661363439.38,3.4834497,4.4854536
1172041488805.87,1172041488805.87,,
1281746271196.04,1281746271196.04,3.1832094,3.9717383
1582930016538.82,1582930016538.82,2.2990224,2.9549713
1812808753294.75,1812808753294.75,1.7894262,2.4510074
1864982261286.85,1864982261286.85,2.08125,2.5991087
1958563654385.64,1958563654385.64,1.7841336,2.3093672
2222524108127.65,2222524108127.65,1.8501706,2.3091776
2417508414187.19,2417508414187.19,1.9444268,2.6318707
2209484319012.65,2209484319012.65,2.2178214,2.872715
2144936254535.0,2144936254535.0,2.92349,3.735639
2306974020278.21,2306974020278.21,2.7719765,3.601182
2097929495121.68,2097929495121.68,3.2219994,4.0689626
2153225581941.46,2153225581941.46,3.4224868,4.3090982
2173255507985.84,2173255507985.84,3.3226357,4.4453874
1845428048839.1,1845428048839.1,4.047727,4.8675265
7393891920.80358,7393891920.80358,60.201443,71.47994
8400041723.54861,8400041723.54861,,
8787195622.43502,8787195622.43502,,
8887057997.36228,8887057997.36228,45.08819,56.080406
9005064474.93003,9005064474.93003,,
9194727831.07318,9194727831.07318,,
9719009494.84779,9719009494.84779,46.62203,56.000645
9430234810.78586,9430234810.78586,,
10174664853.9476,10174664853.9476,44.279255,53.875793
11243865777.7131,11243865777.7131,,
11930179089.8855,11930179089.8855,,
12799600047.1845,12799600047.1845,,
13709401520.0326,13709401520.0326,,
12120458114.8318,12120458114.8318,,
13220549908.2494,13220549908.2494,,
14444661522.1463,14444661522.1463,,
14807086555.5283,14807086555.5283,,
14264205152.6126,14264205152.6126,,
13899217679.9219,13899217679.9219,,
14963589915.5912,14963589915.5912,,
4923391533851.63,4923391533851.63,,
4492448605638.94,4492448605638.94,,
4098362709531.24,4098362709531.24,,
4635982224063.88,4635982224063.88,,
4968359075956.59,4968359075956.59,,
4374711694090.87,4374711694090.87,,
4182846045873.61,4182846045873.61,,
4519561645253.53,4519561645253.53,,
4893116005656.56,4893116005656.56,,
4831467035389.8,4831467035389.8,,
4601663122649.92,4601663122649.92,,
4579750920354.81,4579750920354.81,,
5106679115127.3,5106679115127.3,3.7438848,4.7412863
5289493117993.89,5289493117993.89,3.2103024,3.9973273
5759071769013.11,5759071769013.11,1.9976282,2.8966568
6233147172341.35,6233147172341.35,2.6798415,3.7303374
6272362996105.03,6272362996105.03,2.402738,3.2388058
5212328181166.18,5212328181166.18,3.7417026,4.2349687
4896994405353.29,4896994405353.29,1.7126517,2.2392464
4444930651964.18,4444930651964.18,1.9810449,2.4933455
6927503526.09309,6927503526.09309,,
7245839210.15515,7245839210.15515,42.649002,55.627
7912270803.94922,7912270803.94922,,
8149929478.13822,8149929478.13822,,
8460789844.8519,8460789844.8519,,
8975814652.8196,8975814652.8196,,
9582510578.27927,9582510578.27927,32.68195,45.26571
10195627644.5698,10195627644.5698,,
11411706629.055,11411706629.055,,
12588998589.5628,12588998589.5628,,
15056981664.3159,15056981664.3159,22.422312,34.36587
17110437235.543,17110437235.543,,
22658715989.3302,22658715989.3302,20.380844,33.492832
24537876056.338,24537876056.338,,
27133804225.3521,27133804225.3521,15.30475,26.578308
29524149154.9296,29524149154.9296,,
31634561690.1408,31634561690.1408,,
34454440140.8451,34454440140.8451,,
36847643521.1268,36847643521.1268,,
38587017887.3239,38587017887.3239,,
21035357936.8796,21035357936.8796,69.50151,78.75599
22165932062.966,22165932062.966,,
22135245507.3656,22135245507.3656,,
16870817181.7799,16870817181.7799,,
18291990662.0356,18291990662.0356,,
22152689179.8815,22152689179.8815,77.39283,85.36594
24636598527.4437,24636598527.4437,75.57283,83.84896
30833692900.1091,30833692900.1091,71.04375,80.62609
43151647002.6096,43151647002.6096,68.27893,78.97651
57123671733.8952,57123671733.8952,64.71957,73.46153
81003864630.018,81003864630.018,55.67111,69.43347
104849915058.376,104849915058.376,43.25656,58.238594
133441648851.982,133441648851.982,42.309685,57.926697
115308686941.38,115308686941.38,43.112312,58.37409
148047348240.643,148047348240.643,37.486145,53.393375
192626464617.071,192626464617.071,23.897675,39.24129
207998568865.789,207998568865.789,23.578018,38.003582
236634603409.089,236634603409.089,18.01314,32.56698
221415613595.469,221415613595.469,19.309416,34.477936
184388404706.042,184388404706.042,22.158115,38.221416
12045865396.1323,12045865396.1323,,
13115764358.2846,13115764358.2846,82.17919,87.40531
14093998843.7334,14093998843.7334,,
12896010459.3711,12896010459.3711,,
12705350097.8044,12705350097.8044,,
12986007425.8781,12986007425.8781,,
13147736898.5176,13147736898.5176,,
14904517649.8476,14904517649.8476,,
16095337093.8366,16095337093.8366,,
18737895512.7378,18737895512.7378,87.47108,90.94828
25825512284.2891,25825512284.2891,,
31958195182.2406,31958195182.2406,,
35895153327.8497,35895153327.8497,,
42347217912.9176,42347217912.9176,,
45405615063.7551,45405615063.7551,,
46869473150.61,46869473150.61,,
56396704671.5777,56396704671.5777,,
61671440407.8387,61671440407.8387,,
68285796514.2896,68285796514.2896,,
70120446896.8359,70120446896.8359,85.76916,90.40684
81456854.1385109,81456854.1385109,,
80205806.8250976,80205806.8250976,,
74905705.8928477,74905705.8928477,,
77323978.1928449,77323978.1928449,,
74910527.2586758,74910527.2586758,,
64935850.1573877,64935850.1573877,,
74743869.1313473,74743869.1313473,,
96105619.3795504,96105619.3795504,,
104085892.133271,104085892.133271,,
113895437.324786,113895437.324786,,
112338353.264712,112338353.264712,82.66924,88.17824
138054945.643442,138054945.643442,,
147017894.97877,147017894.97877,,
140177384.145395,140177384.145395,,
165458433.127645,165458433.127645,,
195970140.170383,195970140.170383,,
207001545.867109,207001545.867109,,
201730860.757856,201730860.757856,,
200287281.98074,200287281.98074,,
191559398.688293,191559398.688293,,
31492373308.7516,31492373308.7516,,
30350190704.4361,30350190704.4361,,
25943705784.2996,25943705784.2996,,
30122365849.2518,30122365849.2518,,
37718743480.0751,37718743480.0751,,
34889559869.8326,34889559869.8326,,
38135788413.8276,38135788413.8276,,
47874582231.588,47874582231.588,,
59439090600.6108,59439090600.6108,,
80798630136.9863,80798630136.9863,,
101557330723.423,101557330723.423,,
114634043361.692,114634043361.692,,
147379737229.753,147379737229.753,,
105968691905.415,105968691905.415,,
115416245241.742,115416245241.742,,
154039231245.856,154039231245.856,,
174047662680.041,174047662680.041,,
174168116534.844,174168116534.844,,
162650450684.725,162650450684.725,,
114585555688.511,114585555688.511,,
5799465288.41246,5799465288.41246,37.343002,52.864
6349481006.53278,6349481006.53278,,
6974112951.26891,6974112951.26891,,
7324192889.74297,7324192889.74297,,
7761252607.18424,7761252607.18424,,
8190888739.6463,8190888739.6463,,
9249030241.01864,9249030241.01864,,
11244337719.8377,11244337719.8377,,
13827070378.5612,13827070378.5612,23.059296,33.487976
16306935905.4138,16306935905.4138,20.257908,30.197685
20434922247.3037,20434922247.3037,11.134629,17.535982
29420499247.7089,29420499247.7089,7.3234453,11.6443405
34135200994.0067,34135200994.0067,9.163542,13.305529
25691530442.035,25691530442.035,13.998567,18.686518
23468324572.3343,23468324572.3343,14.602417,20.465048
26575547900.8247,26575547900.8247,13.729513,19.175411
27116149948.6683,27116149948.6683,12.541037,18.23633
29152128167.8438,29152128167.8438,10.023075,14.547883
30277203767.4058,30277203767.4058,8.431457,11.6978
26344565876.8902,26344565876.8902,5.748413,8.742852
13690217333.5879,13690217333.5879,,
15751867489.4446,15751867489.4446,,
17247179005.5219,17247179005.5219,,
17391056369.2265,17391056369.2265,,
17260364842.4544,17260364842.4544,,
17649751243.7811,17649751243.7811,,
19152238805.9701,19152238805.9701,,
20082918739.6352,20082918739.6352,,
21159827992.0398,21159827992.0398,,
21497336498.8391,21497336498.8391,,
22022709851.4096,22022709851.4096,,
24827355014.9254,24827355014.9254,,
29118916105.4726,29118916105.4726,,
35399582928.6899,35399582928.6899,,
38443907042.1227,38443907042.1227,,
39927125961.5257,39927125961.5257,5.484024,9.173348
44016799515.7546,44016799515.7546,,
46880103080.597,46880103080.597,,
48095213746.6003,48095213746.6003,,
49929337836.8159,49929337836.8159,,
946112492.844847,946112492.844847,,
998004258.715675,998004258.715675,,
928460893.108965,928460893.108965,,
912773681.050642,912773681.050642,,
887291687.920796,887291687.920796,,
825706961.238689,825706961.238689,,
775777238.55814,775777238.55814,95.94605,97.371254
1157825434.78971,1157825434.78971,,
1511236655.52047,1511236655.52047,,
1682343527.49221,1682343527.49221,,
1800092563.75462,1800092563.75462,,
1682131784.51365,1682131784.51365,,
1766902709.19935,1766902709.19935,,
1740894964.80511,1740894964.80511,,
2234754241.91918,2234754241.91918,,
2579409619.96722,2579409619.96722,,
2477702216.26888,2477702216.26888,,
2367112931.642,2367112931.642,,
2441063054.05792,2441063054.05792,,
2359686724.53829,2359686724.53829,,
159400000.0,159400000.0,,
295900000.0,295900000.0,,
359600000.0,359600000.0,,
441800000.0,441800000.0,,
874000000.0,874000000.0,,
906000000.0,906000000.0,,
927000000.0,927000000.0,,
748000000.0,748000000.0,,
897000000.0,897000000.0,,
949000000.0,949000000.0,,
1119000000.0,1119000000.0,,
1373000000.0,1373000000.0,96.19007,97.49647
1726000000.0,1726000000.0,,
1768000000.0,1768000000.0,,
1998000000.0,1998000000.0,,
2398000000.0,2398000000.0,,
2791614000.0,2791614000.0,,
3177198100.0,3177198100.0,,
3225652000.0,3225652000.0,89.61759,93.486984
3227075700.0,3227075700.0,,
27884615384.6154,27884615384.6154,,
30700897874.8704,30700897874.8704,,
27251301398.2813,27251301398.2813,,
35975860857.1164,35975860857.1164,,
38270954138.1128,38270954138.1128,,
34112093927.254,34112093927.254,,
20481889763.7795,20481889763.7795,,
26265625000.0,26265625000.0,,
33122307692.3077,33122307692.3077,,
47334691241.4924,47334691241.4924,,
60094231606.642,60094231606.642,,
68032978390.6007,68032978390.6007,,
86710767415.1371,86710767415.1371,,
60808562033.4191,60808562033.4191,,
75380825062.4216,75380825062.4216,,
48169263294.1007,48169263294.1007,,
92540938129.1315,92540938129.1315,,
75351107029.0605,75351107029.0605,,
57372355592.022,57372355592.022,,
48717501321.3052,48717501321.3052,,
8430207164.43677,8430207164.43677,,
10168271903.3233,10168271903.3233,,
11289161847.2162,11289161847.2162,,
11022095813.552,11022095813.552,,
11550695727.2335,11550695727.2335,,
12260761329.3051,12260761329.3051,,
14282292664.6004,14282292664.6004,,
18809197969.5431,18809197969.5431,,
22743164431.1972,22743164431.1972,24.627083,33.034744
26105207115.3129,26105207115.3129,17.023825,23.780188
30116192746.8942,30116192746.8942,10.021445,13.908939
39729151614.6689,39729151614.6689,7.4534774,11.304742
47831254207.5223,47831254207.5223,6.0917053,9.5161
37494380038.9213,37494380038.9213,12.637565,16.839302
36638128534.0643,36638128534.0643,11.916806,18.366306
43186501862.7907,43186501862.7907,8.880732,13.617963
42709372066.8627,42709372066.8627,8.704923,13.3699045
46303660422.0434,46303660422.0434,6.996413,10.83639
48306546656.9281,48306546656.9281,7.8384457,12.310183
41540954817.2039,41540954817.2039,6.7667155,10.363542
20895314657.9805,20895314657.9805,0.24130933,0.24130933
19563836265.2233,19563836265.2233,0.13900405,0.13900405
20150053345.1878,20150053345.1878,0.0,0.0
21899317598.8414,21899317598.8414,0.0,0.0
21230182989.3036,21230182989.3036,0.0,0.0
21387533703.2327,21387533703.2327,0.0,0.0
23649833332.1655,23649833332.1655,0.0,0.23431261
29667268248.1305,29667268248.1305,0.518403,0.5383783
35064843792.8993,35064843792.8993,0.093528055,0.271719
37672280120.4794,37672280120.4794,0.14333159,0.20935982
42910146296.0646,42910146296.0646,0.1341419,0.1341419
51587401415.7872,51587401415.7872,0.032293994,0.038415346
58844277701.5258,58844277701.5258,0.1652232,0.24866289
54467289897.5582,54467289897.5582,0.25787294,0.3087467
56213985987.4168,56213985987.4168,0.25549206,0.29641291
61696281326.2453,61696281326.2453,0.21358135,0.23245434
59776383527.3602,59776383527.3602,0.33810654,0.3518111
65203276466.9763,65203276466.9763,0.25445467,0.26347265
68804811897.6445,68804811897.6445,0.2860938,0.31451347
60071584216.1375,60071584216.1375,0.77289337,0.85976785
4931861038.70763,4931861038.70763,,
4262965419.74998,4262965419.74998,98.595055,99.179825
4401967632.73718,4401967632.73718,,
4277903780.29131,4277903780.29131,98.46327,99.25064
4629247203.84524,4629247203.84524,,
5438332601.90798,5438332601.90798,89.09104,92.02695
5351701663.40807,5351701663.40807,,
6372498889.66585,6372498889.66585,,
5064732626.29389,5064732626.29389,,
5859269752.61332,5859269752.61332,93.13108,95.53412
6395712490.94304,6395712490.94304,,
8524620889.57747,8524620889.57747,,
10725137723.6549,10725137723.6549,,
9616879409.43789,9616879409.43789,,
9982711338.07029,9982711338.07029,94.22427,96.41871
11551819617.874,11551819617.874,,
11578975061.9479,11578975061.9479,94.51686,96.49186
12423555455.3853,12423555455.3853,,
12522957399.2281,12522957399.2281,,
11323020701.3017,11323020701.3017,,
3319573749.6119,3319573749.6119,,
3875785863.38323,3875785863.38323,93.44398,95.42314
2547609590.06984,2547609590.06984,,
2584478924.06081,2584478924.06081,,
2537307580.32808,2537307580.32808,,
2498008664.6691,2498008664.6691,,
5087328437.8737,5087328437.8737,,
4669789300.35662,4669789300.35662,,
5058726350.48896,5058726350.48896,96.94895,97.93023
5320409651.47544,5320409651.47544,,
5818279739.14354,5818279739.14354,,
6451210219.11683,6451210219.11683,,
7743617352.21427,7743617352.21427,,
9009887946.82039,9009887946.82039,,
10128323010.6049,10128323010.6049,96.075806,97.07063
11648142958.3651,11648142958.3651,,
8773203178.16512,8773203178.16512,,
8031571927.62055,8031571927.62055,,
8801326169.14547,8801326169.14547,,
9219474379.31534,9219474379.31534,,
100855393910.486,100855393910.486,,
100005323301.867,100005323301.867,29.905,37.713
72167498980.8398,72167498980.8398,,
79148421052.6316,79148421052.6316,,
93789736842.1053,93789736842.1053,,
92783947368.4211,92783947368.4211,,
100845526315.789,100845526315.789,,
110202368421.053,110202368421.053,30.38018,38.524097
124749473684.211,124749473684.211,,
143534405818.501,143534405818.501,,
162692258307.056,162692258307.056,24.746223,32.9263
193549569477.733,193549569477.733,,
230811614370.384,230811614370.384,24.244139,32.022064
202257453036.641,202257453036.641,,
255017638455.59,255017638455.59,,
297951668674.835,297951668674.835,14.707656,21.329004
314443047642.111,314443047642.111,,
323276235524.415,323276235524.415,7.739862,12.64222
338066095097.254,338066095097.254,,
301355266964.947,301355266964.947,5.7110896,9.795816
450382327.952421,450382327.952421,,
508223602.378929,508223602.378929,,
540096397.621071,540096397.621071,,
589239753.610875,589239753.610875,,
624337145.284622,624337145.284622,,
870031676.798793,870031676.798793,,
897031250.0,897031250.0,81.44342,87.736115
1052121054.6875,1052121054.6875,,
1226829562.5,1226829562.5,,
1163362437.5,1163362437.5,,
1575200390.625,1575200390.625,,
1868383460.9375,1868383460.9375,,
2271646187.5,2271646187.5,,
2345294875.0,2345294875.0,65.0397,76.31257
2588176054.6875,2588176054.6875,,
2774350240.04918,2774350240.04918,,
2886163997.20531,2886163997.20531,,
3295009237.50107,3295009237.50107,,
3697353039.20043,3697353039.20043,,
4129505319.12921,4129505319.12921,,
3743103419.63057,3743103419.63057,,
3414879485.63064,3414879485.63064,,
3894433432.46871,3894433432.46871,,
4091446054.21272,4091446054.21272,,
3521570875.90793,3521570875.90793,,
4124281593.71774,4124281593.71774,96.54296,97.92532
4647238256.5683,4647238256.5683,,
5605613011.29045,5605613011.29045,,
6485774930.48034,6485774930.48034,,
7429066951.48251,7429066951.48251,,
8212007554.03129,8212007554.03129,95.27198,96.77749
9699047442.51269,9699047442.51269,,
11462490840.2784,11462490840.2784,,
12155217832.8781,12155217832.8781,97.10165,98.51922
12710739159.4045,12710739159.4045,,
15452791789.0031,15452791789.0031,,
14795114602.6396,14795114602.6396,,
15747192680.9101,15747192680.9101,,
17081681993.1695,17081681993.1695,,
15583181170.4105,15583181170.4105,,
3822547197.24532,3822547197.24532,,
3787023706.66607,3787023706.66607,,
4010111688.35255,4010111688.35255,,
4111857809.11026,4111857809.11026,,
4036809815.46617,4036809815.46617,,
4070867133.21751,4070867133.21751,,
4455127414.45967,4455127414.45967,,
5418315224.40862,5418315224.40862,,
6104141520.0839,6104141520.0839,,
6393234992.55141,6393234992.55141,,
6749838805.58979,6749838805.58979,0.957312,1.6145527
7908412305.62808,7908412305.62808,1.3656542,2.0763707
9135419464.96088,9135419464.96088,0.69457453,0.8573317
8734745697.93323,8734745697.93323,1.148034,1.533224
9097044159.26912,9097044159.26912,0.6365312,0.98353827
9789361703.07204,9789361703.07204,0.73215646,0.85669255
9609532089.16031,9609532089.16031,0.5270911,0.7647396
10796782636.1081,10796782636.1081,0.25197574,0.5601288
11888032873.8295,11888032873.8295,0.17126493,0.45912877
11340795042.0881,11340795042.0881,0.37138316,0.4950642
2132087009.28942,2132087009.28942,,
2071996564.05296,2071996564.05296,,
2032347664.94993,2032347664.94993,,
1985922775.53351,1985922775.53351,,
1779520886.47015,1779520886.47015,82.788,88.11063
1746063557.61355,1746063557.61355,,
1777057481.26043,1777057481.26043,,
2051147606.73687,2051147606.73687,,
2362501023.24249,2362501023.24249,84.35967,89.502266
2936019525.60241,2936019525.60241,,
3919577285.92703,3919577285.92703,,
4346212355.02975,4346212355.02975,,
5206437193.80413,5206437193.80413,74.10046,82.55772
4714595547.75102,4714595547.75102,,
5628878797.98257,5628878797.98257,,
6764627745.9033,6764627745.9033,,
6728208836.22143,6728208836.22143,,
7223071097.08417,7223071097.08417,,
6592537781.81518,6592537781.81518,70.041115,80.8423
6166863896.68677,6166863896.68677,,
4481489761.54368,4481489761.54368,,
4243755307.55239,4243755307.55239,,
4225813976.36359,4225813976.36359,,
4402193195.46945,4402193195.46945,,
4726108622.47661,4726108622.47661,,
4675755867.17657,4675755867.17657,,
4906494249.38255,4906494249.38255,,
5894873919.74797,5894873919.74797,,
6667418752.07307,6667418752.07307,,
6576108447.47531,6576108447.47531,,
7137710412.93687,7137710412.93687,30.788979,44.370182
8277442915.00168,8277442915.00168,,
10127777060.4113,10127777060.4113,,
9264513545.14108,9264513545.14108,,
10144716154.9356,10144716154.9356,,
11677718382.4259,11677718382.4259,,
11832323837.1071,11832323837.1071,26.214754,37.60702
12434596541.2996,12434596541.2996,,
13230490081.5656,13230490081.5656,,
12162211503.0793,12162211503.0793,,
432157945024.428,432157945024.428,65.5688,72.97422
523449530464.257,523449530464.257,,
557461102630.658,557461102630.658,62.15489,69.32011
631249359702.389,631249359702.389,,
742061329749.127,742061329749.127,55.06866,63.177658
796064590549.136,796064590549.136,,
810666116401.915,810666116401.915,52.93174,61.782623
765549967703.273,765549967703.273,,
819459227375.022,819459227375.022,50.372547,59.42781
917571853529.104,917571853529.104,48.3856,57.29099
1020265057882.01,1020265057882.01,45.936047,55.133133
1102355554971.95,1102355554971.95,,
1161553459715.1,1161553459715.1,46.008263,54.431797
943437415024.633,943437415024.633,,
1105424238731.09,1105424238731.09,46.349705,55.936657
1229013703416.76,1229013703416.76,,
1255110424817.79,1255110424817.79,44.066032,54.03139
1327436290282.67,1327436290282.67,,
1364507717614.13,1364507717614.13,46.564224,56.60375
1213294467716.88,1213294467716.88,,
1345719472.35883,1345719472.35883,,
1180934202.83801,1180934202.83801,,
1124440204.84738,1124440204.84738,94.803,97.442
1057408588.68269,1057408588.68269,,
1136896123.61298,1136896123.61298,,
1267997934.3125,1267997934.3125,,
1396555719.97409,1396555719.97409,78.33886,86.61017
1595297355.78349,1595297355.78349,,
1992066808.09598,1992066808.09598,,
2523471601.10421,2523471601.10421,,
3414055661.61598,3414055661.61598,,
4234999703.90059,4234999703.90059,53.22148,64.643196
5623216608.04288,5623216608.04288,,
4583850367.88972,4583850367.88972,,
7189481998.90094,7189481998.90094,51.543026,63.777576
10409797377.8571,10409797377.8571,46.52981,58.923798
12292770631.565,12292770631.565,36.698208,48.904274
12582122604.2577,12582122604.2577,,
12226514668.0622,12226514668.0622,30.566183,44.092377
11619892590.6941,11619892590.6941,,
838288806.001293,838288806.001293,,
838288806.001293,838288806.001293,,
854261160.714286,854261160.714286,,
828950327.353261,828950327.353261,,
984293043.811565,984293043.811565,,
1159869245.92513,1159869245.92513,,
1284685050.52413,1284685050.52413,,
1707710053.14938,1707710053.14938,,
2073234417.68066,2073234417.68066,,
2257174480.78597,2257174480.78597,,
2717702923.09622,2717702923.09622,,
3677910895.15467,3677910895.15467,,
4540861725.50168,4540861725.50168,,
4142640316.75465,4142640316.75465,,
4136936189.28052,4136936189.28052,,
4507126949.08507,4507126949.08507,,
4071829462.26447,4071829462.26447,29.544111,37.003407
4422097762.7848,4422097762.7848,28.162828,36.020676
4579636601.80039,4579636601.80039,25.871593,33.462864
4010885990.83986,4010885990.83986,24.608225,32.394444
43161571527.6353,43161571527.6353,,
39147844526.0838,39147844526.0838,,
46497608724.9865,46497608724.9865,73.42907,81.45865
46266428648.1433,46266428648.1433,,
43017455401.8445,43017455401.8445,73.23773,80.53785
43831480207.6444,43831480207.6444,,
47077192187.6418,47077192187.6418,,
58029363354.2757,58029363354.2757,,
66114145451.0067,66114145451.0067,,
68852658068.6673,68852658068.6673,,
75883823300.8545,75883823300.8545,65.13147,74.37612
86947913286.728,86947913286.728,,
101822906949.063,101822906949.063,,
101154952240.881,101154952240.881,,
100865329473.44,100865329473.44,,
110080631332.375,110080631332.375,,
106937392311.129,106937392311.129,,
115739287305.08,115739287305.08,48.98984,60.49605
119130841411.664,119130841411.664,,
110413823841.592,110413823841.592,,
4030146134.5706,4030146134.5706,97.6609,98.22144
4873663774.93019,4873663774.93019,,
5551118148.73836,5551118148.73836,,
6285219691.22462,6285219691.22462,,
5930685214.61595,5930685214.61595,,
5650154067.10346,5650154067.10346,,
5950769426.60213,5950769426.60213,97.892204,98.52523
6583526860.58062,6583526860.58062,,
7937255565.35765,7937255565.35765,,
8868504899.94673,8868504899.94673,,
9509835536.93373,9509835536.93373,,
10811456005.9405,10811456005.9405,,
12920340964.6544,12920340964.6544,97.46588,98.17114
12263894790.0125,12263894790.0125,,
11411894723.864,11411894723.864,,
14619279988.716,14619279988.716,,
16688114144.0745,16688114144.0745,,
17198073057.1981,17198073057.1981,,
17978246586.0662,17978246586.0662,94.57496,95.97298
16208985769.615,16208985769.615,,
6123556716.81329,6123556716.81329,,
4722288495.66085,4722288495.66085,,
6459461639.30243,6459461639.30243,,
8486832800.88498,8486832800.88498,,
8905066163.58643,8905066163.58643,,
6477790688.22844,6477790688.22844,,
6777632512.0781,6777632512.0781,,
10467109977.6717,10467109977.6717,,
10567354056.4049,10567354056.4049,,
11986972418.5103,11986972418.5103,,
14502553709.8303,14502553709.8303,,
20182477480.5512,20182477480.5512,,
31862554101.9378,31862554101.9378,,
36906181380.8127,36906181380.8127,,
49540813342.4834,49540813342.4834,,
59977326085.9908,59977326085.9908,,
59937796648.2158,59937796648.2158,,
60269732854.827,60269732854.827,,
65531374210.3224,65531374210.3224,,
59607290408.4359,59607290408.4359,82.537254,89.37785
3989163196.56767,3989163196.56767,,
4154989950.00393,4154989950.00393,,
3873109865.55683,3873109865.55683,,
3868551730.39163,3868551730.39163,,
3922232164.83175,3922232164.83175,,
3557341215.15159,3557341215.15159,,
3349169826.38896,3349169826.38896,,
4926439383.51425,4926439383.51425,80.4492,83.9222
6609205994.77406,6609205994.77406,,
7248374837.72056,7248374837.72056,,
8001779551.06323,8001779551.06323,,
8839536475.99963,8839536475.99963,,
8607431497.49471,8607431497.49471,,
8938847189.07592,8938847189.07592,76.3398,80.66016
11431412421.1316,11431412421.1316,,
12523359440.5499,12523359440.5499,,
13042053591.6857,13042053591.6857,,
12043307277.1235,12043307277.1235,,
12435430969.6301,12435430969.6301,,
11335161083.5061,11335161083.5061,61.0995,66.92959
4521580381.47139,4521580381.47139,,
4918691916.53516,4918691916.53516,,
4856255044.39064,4856255044.39064,,
5033642384.10596,5033642384.10596,,
5494252207.90502,5494252207.90502,,
6007055042.17687,6007055042.17687,,
6050875806.66403,6050875806.66403,,
6330473096.54071,6330473096.54071,91.70684,93.96999
7273938314.71988,7273938314.71988,,
8130258377.90964,8130258377.90964,,
9043715355.8881,9043715355.8881,,
10325618017.379,10325618017.379,,
12545438605.3959,12545438605.3959,,
12854985464.0764,12854985464.0764,,
16002656434.4746,16002656434.4746,84.41939,90.14823
21573872420.7008,21573872420.7008,,
21703100877.1309,21703100877.1309,,
22162204924.5726,22162204924.5726,,
22731612922.1906,22731612922.1906,,
24360801286.7638,24360801286.7638,,
451372549019.608,451372549019.608,,
417506211881.635,417506211881.635,,
438612530548.767,438612530548.767,,
447778514140.155,447778514140.155,0.72733957,0.72733957
417649282153.726,417649282153.726,,
432536219668.898,432536219668.898,,
475529972122.746,475529972122.746,,
582435617081.96,582435617081.96,,
661224886143.245,661224886143.245,0.8126812,1.0135624
688133699635.797,688133699635.797,0.48460007,0.8850186
