"model","scenario","region","unit","variable","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Governance Model (2020)","SSP1","Papua New Guinea","","Governance Index|Control of Corruption",0.2145937,0.2271931,0.2392777,0.250891,0.2620696,0.272844,0.2836866,0.2941217,0.3041785,0.3138821,0.3232542,0.3326372,0.3417261,0.350536,0.3590808,0.3673731,0.3753179,0.3830406,0.39055,0.3978546,0.4049624,0.4117829,0.418427,0.4249009,0.4312107,0.437362,0.4430245,0.4485393,0.4539114,0.4591455,0.4642463,0.4695796,0.4747869,0.4798724,0.4848399,0.4896934,0.4944943,0.4991859,0.503772,0.5082558,0.5126409,0.5167194,0.5207001,0.5245865,0.5283815,0.5320882,0.5361437,0.5401123,0.5439968,0.5478002,0.5515252,0.5549013,0.5582015,0.5614285,0.5645847,0.5676725,0.5710366,0.5743363,0.5775738,0.5807511,0.5838701,0.5865914,0.5892585,0.5918731,0.5944368,0.5969513,0.599428,0.6018582,0.6042432,0.6065846,0.6088837,0.6112107,0.6134956,0.6157399,0.6179448,0.6201115,0.6223438,0.6245367,0.6266916,0.6288096,0.630892,0.6330472,0.635165,0.6372469,0.6392938
"Governance Model (2020)","SSP1","Paraguay","","Governance Index|Control of Corruption",0.194871,0.2074175,0.2196301,0.2315198,0.2430974,0.254373,0.2655432,0.2764081,0.2869787,0.2972656,0.3072788,0.3172418,0.3269217,0.3363302,0.345478,0.3543753,0.3631073,0.3715877,0.3798273,0.3878359,0.3956228,0.4033061,0.41077,0.4180236,0.4250756,0.431934,0.4389394,0.4457595,0.4524017,0.4588729,0.4651798,0.4712021,0.4770591,0.4827576,0.4883038,0.4937039,0.498674,0.5035002,0.5081883,0.5127436,0.5171715,0.521969,0.5266451,0.5312043,0.5356511,0.5399896,0.5441898,0.5482913,0.5522975,0.5562118,0.5600372,0.5634,0.5666819,0.5698855,0.5730134,0.5760681,0.5793553,0.582575,0.5857293,0.5888204,0.5918502,0.5944812,0.597055,0.5995732,0.6020377,0.6044501,0.6068202,0.6091411,0.6114143,0.6136412,0.6158233,0.6178786,0.6198912,0.6218625,0.6237938,0.6256863,0.6275888,0.6294535,0.6312813,0.6330736,0.6348312,0.6367652,0.6386632,0.6405263,0.6423558
"Governance Model (2020)","SSP1","Peru","","Governance Index|Control of Corruption",0.3872818,0.3949747,0.4024753,0.4097931,0.416937,0.4239149,0.4303724,0.4366891,0.4428706,0.4489219,0.454848,0.460524,0.4660854,0.4715362,0.4768804,0.4821215,0.48739,0.4925629,0.4976433,0.5026344,0.5075391,0.5120571,0.516493,0.5208496,0.5251295,0.5293352,0.5333095,0.5372129,0.5410476,0.5448159,0.5485199,0.5521858,0.5557905,0.5593362,0.5628245,0.5662575,0.5695311,0.5727529,0.5759247,0.5790479,0.582124,0.5851259,0.5880845,0.5910012,0.5938771,0.5967135,0.5994667,0.602184,0.6048665,0.6075151,0.6101308,0.6123564,0.6145517,0.6167175,0.6188547,0.6209642,0.623273,0.6255558,0.6278133,0.6300464,0.6322556,0.6340647,0.6358502,0.6376128,0.6393531,0.6410718,0.6428628,0.6446311,0.6463775,0.6481025,0.6498069,0.6514944,0.6531597,0.6548033,0.6564259,0.6580283,0.6597081,0.6613658,0.6630022,0.6646178,0.6662134,0.6678633,0.669492,0.6711002,0.6726885
"Governance Model (2020)","SSP1","Philippines","","Governance Index|Control of Corruption",0.3149221,0.3243822,0.3335795,0.3425249,0.3512285,0.3596997,0.3680615,0.3761936,0.3841055,0.391806,0.3993035,0.406917,0.414313,0.4215016,0.4284923,0.4352936,0.441778,0.4480665,0.4541685,0.4600928,0.4658474,0.4720827,0.4781472,0.484049,0.4897957,0.495394,0.5006005,0.5056656,0.5105955,0.515396,0.5200724,0.5246483,0.5291088,0.5334585,0.5377017,0.5418424,0.5458585,0.5497809,0.5536132,0.5573584,0.5610197,0.5646701,0.5682436,0.5717427,0.5751699,0.5785277,0.5817033,0.5848146,0.5878637,0.5908525,0.593783,0.5965291,0.5992204,0.6018584,0.6044448,0.6069814,0.6092934,0.6115579,0.6137763,0.6159501,0.6180807,0.6202896,0.6224571,0.6245846,0.6266734,0.6287245,0.6307555,0.6327507,0.6347112,0.636638,0.6385322,0.6404075,0.6422518,0.6440659,0.6458508,0.6476074,0.6489155,0.6501965,0.6514515,0.652681,0.6538859,0.6555099,0.6571104,0.658688,0.6602435
"Governance Model (2020)","SSP1","Poland","","Governance Index|Control of Corruption",0.5765922,0.5798635,0.5830612,0.5861904,0.5892559,0.5922618,0.5949646,0.5976243,0.6002429,0.6028227,0.6053655,0.6074493,0.6095099,0.6115481,0.6135648,0.6155607,0.6175257,0.6194762,0.6214125,0.6233351,0.6252443,0.6266566,0.6280577,0.6294478,0.6308274,0.6321966,0.6336951,0.6351838,0.6366629,0.6381326,0.6395932,0.6410558,0.6425094,0.6439544,0.645391,0.6468193,0.6479361,0.6490444,0.6501445,0.6512366,0.6523209,0.653351,0.6543725,0.6553856,0.6563906,0.6573876,0.6584405,0.6594842,0.6605191,0.6615455,0.6625634,0.663956,0.6653394,0.6667138,0.6680794,0.6694366,0.6704902,0.6715347,0.6725704,0.6735976,0.6746166,0.6755651,0.6765049,0.677436,0.6783589,0.6792737,0.6803084,0.6813346,0.6823527,0.6833627,0.684365,0.6850457,0.6857186,0.6863838,0.6870416,0.6876922,0.6885847,0.6894699,0.6903481,0.6912194,0.692084,0.6928376,0.693584,0.6943235,0.6950562
"Governance Model (2020)","SSP1","Portugal","","Governance Index|Control of Corruption",0.7020231,0.7044934,0.7069421,0.70937,0.7117781,0.7141673,0.7174598,0.7206949,0.7238765,0.7270087,0.7300947,0.7330664,0.735972,0.7388167,0.7416051,0.7443412,0.7473471,0.7502947,0.7531884,0.7560321,0.7588291,0.7614972,0.7641237,0.7667113,0.7692623,0.771779,0.7737873,0.7757675,0.777721,0.7796492,0.7815533,0.783705,0.7858377,0.7879522,0.7900493,0.7921297,0.7936139,0.7950846,0.7965424,0.7979878,0.7994211,0.8010426,0.802654,0.8042556,0.8058478,0.8074308,0.8089923,0.8105456,0.8120908,0.8136283,0.8151582,0.8163474,0.8175294,0.8187044,0.8198727,0.8210344,0.8224325,0.8238241,0.8252094,0.8265885,0.8279617,0.828812,0.8296564,0.8304949,0.8313277,0.832155,0.8330838,0.834007,0.8349249,0.8358375,0.836745,0.8375707,0.838391,0.839206,0.8400158,0.8408206,0.8416423,0.8424586,0.8432698,0.8440758,0.844877,0.8457026,0.8465228,0.8473378,0.8481476
"Governance Model (2020)","SSP1","Puerto Rico","","Governance Index|Control of Corruption",0.5956182,0.5975638,0.5994914,0.6014015,0.6032946,0.6051712,0.6068031,0.6084149,0.6100073,0.6115807,0.6131358,0.6152145,0.6172731,0.6193123,0.6213327,0.6233347,0.625107,0.6268614,0.6285985,0.6303188,0.6320226,0.6339385,0.635839,0.6377247,0.6395959,0.6414531,0.6429906,0.6445143,0.6460244,0.6475214,0.6490056,0.6505305,0.652042,0.6535405,0.6550263,0.6564999,0.6581247,0.6597361,0.6613346,0.6629207,0.6644945,0.666014,0.6675204,0.6690142,0.6704957,0.6719653,0.6731394,0.6743009,0.6754501,0.6765875,0.6777134,0.6793206,0.6809152,0.6824975,0.6840679,0.6856268,0.6869016,0.6881638,0.6894137,0.6906518,0.6918783,0.6934724,0.6950543,0.6966243,0.6981828,0.6997302,0.7009795,0.7022168,0.7034427,0.7046575,0.7058614,0.7071025,0.708332,0.7095502,0.7107575,0.7119542,0.7128662,0.7137665,0.7146554,0.7155333,0.7164006,0.7176482,0.718884,0.7201083,0.7213215
"Governance Model (2020)","SSP1","Romania","","Governance Index|Control of Corruption",0.3966566,0.4043632,0.4118567,0.4191497,0.4262536,0.4331786,0.4401699,0.446989,0.4536447,0.4601453,0.4664984,0.4723715,0.4781199,0.4837485,0.4892621,0.4946652,0.4996123,0.5044648,0.509226,0.513899,0.5184867,0.5225708,0.52658,0.5305167,0.5343833,0.5381818,0.5417466,0.5452497,0.5486929,0.5520781,0.555407,0.5584536,0.561448,0.5643918,0.5672867,0.570134,0.573202,0.5762243,0.5792025,0.5821378,0.5850315,0.5875183,0.5899642,0.5923705,0.5947384,0.597069,0.5996704,0.6022347,0.6047631,0.6072566,0.6097162,0.611973,0.6141961,0.6163866,0.6185454,0.6206735,0.62307,0.6254357,0.6277715,0.6300785,0.6323574,0.6343183,0.6362517,0.6381582,0.6400388,0.6418942,0.6437763,0.6456331,0.6474655,0.6492743,0.65106,0.6527767,0.6544702,0.6561413,0.6577906,0.6594187,0.6609846,0.6625289,0.6640522,0.6655553,0.6670387,0.6686069,0.6701565,0.671688,0.673202
"Governance Model (2020)","SSP1","Russian Federation","","Governance Index|Control of Corruption",0.2313595,0.2441736,0.2566288,0.268737,0.2805098,0.2919579,0.3028899,0.3135231,0.3238671,0.3339308,0.3437233,0.3529287,0.3618845,0.3705981,0.3790772,0.3873289,0.3954127,0.4032854,0.4109534,0.4184229,0.4257001,0.4326581,0.4394362,0.4460398,0.4524742,0.4587445,0.4648429,0.4707874,0.4765825,0.482233,0.487743,0.4928936,0.4979119,0.5028021,0.507568,0.5122133,0.5168939,0.5214599,0.5259149,0.5302622,0.5345051,0.5389653,0.5433253,0.5475882,0.5517567,0.5558339,0.5597781,0.5636339,0.567404,0.571091,0.5746974,0.578535,0.5822946,0.5859787,0.5895895,0.5931293,0.5964234,0.5996491,0.6028083,0.6059033,0.6089358,0.6119631,0.6149301,0.6178386,0.6206905,0.6234874,0.6259462,0.6283519,0.6307062,0.6330105,0.6352666,0.6377595,0.6402055,0.642606,0.6449623,0.6472759,0.6491586,0.6509998,0.6528008,0.6545628,0.6562871,0.6583455,0.6603673,0.6623535,0.6643053
"Governance Model (2020)","SSP1","Rwanda","","Governance Index|Control of Corruption",0.449897,0.4527887,0.455598,0.4583322,0.4609976,0.4635996,0.4657212,0.4678218,0.4699024,0.4719638,0.474007,0.4759015,0.4777718,0.479619,0.4814443,0.4832486,0.4850653,0.4868516,0.488609,0.4903392,0.4920435,0.4937547,0.4954241,0.4970544,0.4986479,0.5002069,0.5024612,0.5046591,0.5068048,0.508902,0.5109539,0.5129764,0.5149268,0.5168111,0.5186345,0.5204015,0.5227421,0.5250035,0.5271925,0.529315,0.5313762,0.5337516,0.5360447,0.5382627,0.5404119,0.5424977,0.5449027,0.5472314,0.5494902,0.5516848,0.5538202,0.5563412,0.5587957,0.561189,0.5635257,0.56581,0.5678301,0.5697966,0.5717133,0.5735837,0.5754108,0.5772941,0.5791333,0.5809313,0.5826905,0.5844134,0.5863284,0.5881971,0.5900226,0.5918077,0.593555,0.5954511,0.5973023,0.5991115,0.6008812,0.602614,0.604412,0.6061712,0.6078941,0.6095828,0.6112393,0.6128745,0.6144805,0.6160587,0.6176107
"Governance Model (2020)","SSP1","Saint Lucia","","Governance Index|Control of Corruption",0.629429123,0.63136271,0.633282189,0.635188089,0.637080909,0.638961122,0.640586172,0.642197607,0.64379593,0.645381615,0.64695511,0.648585631,0.650202334,0.651805732,0.653396309,0.654974523,0.656471145,0.657955244,0.659427264,0.660887624,0.662336724,0.663936278,0.665515118,0.66707418,0.668614337,0.670136404,0.671508144,0.672854116,0.674175614,0.675473835,0.67674989,0.678303033,0.679833021,0.681340955,0.682827863,0.6842947,0.685761644,0.687213494,0.688650836,0.690074219,0.691484165,0.692407126,0.693319091,0.694220426,0.695111476,0.695992572,0.697414029,0.698825505,0.700227315,0.70161976,0.703003128,0.704009549,0.705005469,0.705991231,0.706967157,0.707933559,0.708954603,0.709964664,0.710964106,0.711953275,0.712932501,0.71439539,0.715846933,0.71728751,0.718717487,0.720137208,0.721169145,0.722189731,0.723199349,0.724198362,0.725187116,0.726226648,0.72725457,0.728271276,0.729277143,0.730272529,0.731393831,0.73250409,0.733603671,0.734692926,0.735772185,0.736432392,0.737082539,0.737722947,0.73835392
"Governance Model (2020)","SSP1","Saint Vincent and the Grenadines","","Governance Index|Control of Corruption",0.6209979,0.6242321,0.6273267,0.6302972,0.6331568,0.6359165,0.6379684,0.6399715,0.641929,0.6438439,0.6457191,0.6475659,0.6493897,0.6511915,0.6529724,0.6547332,0.6558628,0.6569775,0.6580778,0.6591643,0.6602376,0.661679,0.6631063,0.66452,0.6659207,0.6673087,0.6682971,0.6692722,0.6702345,0.6711845,0.6721225,0.673638,0.6751322,0.6766059,0.6780602,0.6794958,0.6806302,0.6817408,0.6828289,0.6838953,0.6849413,0.6862221,0.6874832,0.6887256,0.68995,0.6911571,0.6920813,0.692991,0.6938866,0.6947687,0.6956378,0.696839,0.6980277,0.6992043,0.7003692,0.7015229,0.7023763,0.7032178,0.7040477,0.7048664,0.7056743,0.7068552,0.7080243,0.709182,0.7103286,0.7114647,0.7123051,0.713134,0.7139517,0.7147587,0.7155552,0.7163873,0.7172082,0.7180182,0.7188177,0.7196071,0.7205304,0.7214427,0.7223444,0.7232358,0.7241172,0.7250283,0.7259287,0.7268189,0.7276992
"Governance Model (2020)","SSP1","Samoa","","Governance Index|Control of Corruption",0.4806119,0.4853113,0.4898855,0.4943416,0.4986859,0.5029242,0.5077491,0.5124431,0.5170148,0.5214716,0.5258205,0.5300084,0.5340897,0.5380705,0.5419565,0.5457529,0.549266,0.5526985,0.5560544,0.5593372,0.5625504,0.565637,0.5686518,0.5715984,0.57448,0.5772995,0.5801503,0.5829393,0.5856693,0.588343,0.5909627,0.5934459,0.595879,0.5982641,0.6006032,0.602898,0.6050705,0.6072057,0.6093049,0.6113694,0.6134005,0.6152109,0.6169932,0.6187485,0.6204774,0.622181,0.6236439,0.6250852,0.6265055,0.6279056,0.6292859,0.6310206,0.6327356,0.6344315,0.6361089,0.6377683,0.6390962,0.6404038,0.6416918,0.6429606,0.644211,0.6460151,0.6477972,0.6495581,0.6512984,0.6530189,0.6544162,0.6557904,0.6571421,0.6584723,0.6597816,0.6611809,0.6625565,0.6639093,0.6652402,0.6665501,0.6678458,0.6691178,0.6703669,0.671594,0.6727999,0.6738546,0.6748854,0.6758934,0.6768794
"Governance Model (2020)","SSP1","Sao Tome and Principe","","Governance Index|Control of Corruption",0.4245671,0.4275794,0.4305258,0.4334109,0.4362391,0.439014,0.4415696,0.4440987,0.4466024,0.4490818,0.4515379,0.4540253,0.4564904,0.4589343,0.4613578,0.4637616,0.4663147,0.4688425,0.4713461,0.4738264,0.4762844,0.4788865,0.4814554,0.4839927,0.4865002,0.4889793,0.4914888,0.4939587,0.4963912,0.4987885,0.5011525,0.5037876,0.5063772,0.508924,0.5114307,0.5138996,0.5161981,0.5184443,0.5206416,0.5227932,0.5249021,0.5273745,0.5297914,0.5321567,0.5344739,0.536746,0.5391815,0.5415638,0.5438965,0.5461831,0.5484264,0.5508045,0.5531332,0.5554157,0.5576551,0.559854,0.5620697,0.56424,0.5663678,0.5684559,0.5705065,0.5727652,0.574982,0.5771594,0.5792999,0.5814056,0.583727,0.5860109,0.5882594,0.5904747,0.5926584,0.5946325,0.5965637,0.5984546,0.6003079,0.6021257,0.6040626,0.6059588,0.607817,0.6096393,0.6114278,0.6131257,0.6147913,0.6164263,0.6180324
"Governance Model (2020)","SSP1","Saudi Arabia","","Governance Index|Control of Corruption",0.4549948,0.4612029,0.4673423,0.4734152,0.4794235,0.485369,0.4903587,0.4952907,0.5001667,0.5049884,0.5097575,0.5149181,0.5200285,0.52509,0.5301042,0.5350726,0.5394409,0.5437611,0.5480346,0.5522628,0.5564471,0.5604515,0.5644101,0.5683245,0.5721958,0.5760255,0.5796765,0.5832864,0.5868567,0.5903885,0.593883,0.5967761,0.5996351,0.6024612,0.6052552,0.6080183,0.6110013,0.6139571,0.6168864,0.6197901,0.6226689,0.6249359,0.6271805,0.6294034,0.6316052,0.6337865,0.6359791,0.6381517,0.6403051,0.6424397,0.644556,0.646643,0.648711,0.6507606,0.6527922,0.6548065,0.6568088,0.6587923,0.6607573,0.6627046,0.6646346,0.6662122,0.667771,0.6693114,0.6708339,0.6723393,0.6740064,0.675655,0.6772854,0.6788984,0.6804943,0.6820417,0.6835711,0.685083,0.686578,0.6880566,0.6895937,0.6911131,0.6926153,0.6941008,0.6955702,0.6966538,0.6977202,0.69877,0.6998039
"Governance Model (2020)","SSP1","Senegal","","Governance Index|Control of Corruption",0.3895974,0.3945093,0.3992911,0.4039547,0.4085102,0.4129666,0.4172365,0.4214215,0.4255275,0.42956,0.4335238,0.4376348,0.4416728,0.4456427,0.4495489,0.4533953,0.4570863,0.4607109,0.4642733,0.4677776,0.4712271,0.4748835,0.4784765,0.4820101,0.4854881,0.4889139,0.4920249,0.4950716,0.4980584,0.5009891,0.5038673,0.5070982,0.5102643,0.5133701,0.5164196,0.5194163,0.5219293,0.5243827,0.5267805,0.5291262,0.5314232,0.5341353,0.5367961,0.5394086,0.541976,0.5445007,0.5466396,0.5487355,0.5507908,0.5528079,0.5547887,0.5572214,0.5596128,0.5619653,0.564281,0.5665619,0.5686173,0.5706336,0.572613,0.5745574,0.5764688,0.57835,0.5801961,0.5820089,0.5837902,0.5855416,0.5873082,0.5890455,0.590755,0.5924381,0.5940959,0.5960771,0.5980346,0.5999696,0.6018829,0.6037755,0.6053172,0.6068398,0.6083441,0.6098308,0.6113007,0.6126557,0.6139951,0.6153195,0.6166294
"Governance Model (2020)","SSP1","Serbia","","Governance Index|Control of Corruption",0.3801639,0.3899924,0.3995471,0.4088485,0.4179142,0.4267597,0.4349924,0.4429928,0.4507773,0.4583599,0.4657532,0.4726318,0.4793488,0.4859124,0.4923303,0.4986093,0.5039999,0.5092781,0.5144482,0.519514,0.5244796,0.5290762,0.5335889,0.5380205,0.5423735,0.5466505,0.5502839,0.5538504,0.5573522,0.560791,0.564169,0.5675683,0.5709117,0.5742008,0.5774373,0.5806228,0.5832601,0.5858486,0.5883898,0.5908851,0.5933359,0.5960473,0.5987151,0.6013406,0.603925,0.6064695,0.6087274,0.6109455,0.613125,0.615267,0.6173729,0.6198465,0.6222839,0.6246862,0.6270546,0.62939,0.6313217,0.6332205,0.6350876,0.6369239,0.6387304,0.6405618,0.6423635,0.6441364,0.6458814,0.6475993,0.6493412,0.6510561,0.6527449,0.6544084,0.6560473,0.6576238,0.6591754,0.6607028,0.6622067,0.663688,0.6651923,0.6666738,0.6681333,0.6695715,0.670989,0.6724257,0.6738417,0.6752377,0.6766143
"Governance Model (2020)","SSP1","Sierra Leone","","Governance Index|Control of Corruption",0.2478259,0.2556497,0.2632463,0.270633,0.2778245,0.2848339,0.2917481,0.2985039,0.3051103,0.3115754,0.3179065,0.3242087,0.330375,0.3364127,0.3423284,0.3481283,0.3541886,0.3601269,0.3659497,0.371663,0.3772723,0.3827378,0.3880985,0.3933599,0.3985268,0.4036038,0.4089018,0.4140997,0.419203,0.4242166,0.4291452,0.4338143,0.4383815,0.4428529,0.4472341,0.4515302,0.4562888,0.4609402,0.4654916,0.4699495,0.4743197,0.4784354,0.4824453,0.4863568,0.4901766,0.4939108,0.4979801,0.5019521,0.5058335,0.5096304,0.5133483,0.5167600999999999,0.5200874,0.5233357,0.5265102,0.5296153,0.5330139,0.5363424,0.5396051,0.5428057,0.5459479,0.5487748,0.5515448,0.5542611,0.5569265,0.5595436,0.562053,0.5645167,0.5669371,0.5693161,0.5716558,0.5742108,0.576729,0.579212,0.5816613,0.5840785,0.5861422,0.588176,0.5901808,0.592158,0.5941086,0.5960418,0.5979502,0.5998345,0.6016957
"Governance Model (2020)","SSP1","Singapore","","Governance Index|Control of Corruption",0.9680993,0.9718727,0.9756299,0.9793715,0.9830981,0.9868104,0.9894316,0.9920485,0.9946612,0.9972699,0.9998745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP1","Slovakia","","Governance Index|Control of Corruption",0.5108939,0.5141406,0.5173351,0.5204788,0.5235732,0.5266199,0.5293589,0.5320571,0.5347159,0.5373364,0.5399198,0.5422147,0.5444737,0.546698,0.5488885,0.5510462,0.553438,0.5557968,0.5581236,0.5604194,0.562685,0.5651647,0.5676137,0.5700328,0.5724231,0.5747852,0.5769363,0.5790597,0.5811562,0.5832266,0.5852717,0.5874508,0.5896055,0.5917365,0.5938445,0.59593,0.5976988,0.5994455,0.6011708,0.6028754,0.6045599,0.606294,0.6080073,0.6097005,0.6113741,0.6130287,0.6147505,0.6164521,0.618134,0.6197968,0.621441,0.6234716,0.6254825,0.6274745,0.6294481,0.6314038,0.6330623,0.6347024,0.6363247,0.6379298,0.6395181,0.6414689,0.6434025,0.6453195,0.6472204,0.6491057,0.650693,0.6522641,0.6538194,0.6553596,0.656885,0.6579976,0.6590953,0.6601786,0.661248,0.6623038,0.6637169,0.6651161,0.6665019,0.6678747,0.6692348,0.6706277,0.6720074,0.6733742,0.6747286
"Governance Model (2020)","SSP1","Slovenia","","Governance Index|Control of Corruption",0.666657,0.6681442,0.6696307,0.6711166,0.6726017,0.674086,0.6753754,0.6766646,0.6779537,0.6792427,0.6805316,0.6819789,0.6834253,0.6848708,0.6863153,0.6877589,0.6891149,0.6904668,0.6918148,0.6931588,0.694499,0.696184,0.6978628,0.6995354,0.7012021,0.702863,0.7044591,0.7060486,0.7076318,0.7092089,0.7107799,0.7119279,0.7130697,0.7142057,0.7153359,0.7164604,0.7175243,0.7185816,0.7196328,0.7206778,0.7217169,0.7230553,0.7243863,0.7257099,0.7270264,0.7283361,0.7293864,0.730428,0.731461,0.7324857,0.7335024,0.734907,0.7363022,0.7376881,0.7390652,0.7404337,0.7415193,0.7425951,0.7436613,0.7447182,0.7457661,0.7468571,0.7479381,0.7490094,0.7500712,0.7511239,0.7522161,0.7532981,0.7543705,0.7554333,0.756487,0.7575776,0.7586581,0.7597289,0.7607904,0.7618426,0.7626051,0.7633574,0.7640999,0.7648328,0.7655564,0.7666432,0.76772,0.7687872,0.7698451
