"model","scenario","region","unit","variable","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Governance Model (2020)","SSP3","Madagascar","","Governance Index|Control of Corruption",0.341782007,0.343461383,0.345119258,0.346756615,0.34837437,0.349973378,0.351387878,0.352779419,0.354149084,0.355497881,0.356826749,0.357988318,0.359137454,0.360274591,0.361400139,0.362514489,0.363479343,0.36443775,0.365389873,0.366335866,0.367275881,0.368206848,0.369134963,0.370060273,0.370982823,0.371902658,0.37238108,0.372858305,0.373334344,0.37380921,0.374282913,0.374614905,0.374946153,0.375276661,0.375606436,0.375935483,0.376250975,0.37656585,0.376880111,0.377193763,0.377506808,0.377716653,0.37792593,0.378134642,0.378342794,0.378550387,0.378754027,0.37895714,0.379159728,0.379361796,0.379563345,0.379765413,0.379966963,0.380167996,0.380368516,0.380568526,0.380767069,0.380965113,0.381162662,0.381359719,0.381556286,0.38175718,0.381957557,0.382157422,0.382356777,0.382555624,0.382755257,0.38295438,0.383152996,0.383351108,0.383548719,0.383750705,0.383952163,0.384153096,0.384353507,0.384553399,0.384760408,0.384966852,0.385172733,0.385378057,0.385582825,0.385801437,0.386019396,0.386236705,0.386453368
"Governance Model (2020)","SSP3","Malawi","","Governance Index|Control of Corruption",0.315954333,0.318616988,0.321245422,0.323841599,0.326407318,0.328944232,0.331114117,0.333260332,0.335384013,0.337486217,0.339567929,0.341714431,0.343842823,0.345953869,0.348048286,0.350126745,0.351807612,0.353473301,0.355124401,0.356761466,0.358385018,0.359769391,0.361142235,0.362503939,0.363854875,0.365195395,0.366284356,0.36736491,0.368437299,0.369501758,0.370558508,0.371500221,0.372434891,0.373362704,0.374283839,0.37519847,0.37602355,0.376842062,0.377654174,0.378460047,0.379259838,0.379966239,0.380666581,0.381361014,0.38204968,0.382732718,0.38331551,0.383892849,0.384464863,0.385031675,0.385593402,0.386054488,0.386510653,0.386962007,0.387408654,0.387850697,0.388276979,0.388699086,0.389117105,0.389531118,0.389941206,0.390242415,0.39053998,0.390833971,0.391124454,0.391411495,0.391788521,0.392162324,0.392532962,0.392900491,0.393264966,0.393625284,0.393982673,0.394337183,0.394688863,0.39503776,0.395289416,0.395538314,0.395784501,0.396028021,0.396268917,0.396614086,0.396956577,0.397296436,0.397633703
"Governance Model (2020)","SSP3","Malaysia","","Governance Index|Control of Corruption",0.501765151,0.50372697,0.505684301,0.507637239,0.509585874,0.511530296,0.513437904,0.515340022,0.517236777,0.519128294,0.521014691,0.522888595,0.524755363,0.526615185,0.528468244,0.530314716,0.532248915,0.534174254,0.536090996,0.537999392,0.539899684,0.541291326,0.54267449,0.544049422,0.545416357,0.546775521,0.548329573,0.54987712,0.551418327,0.552953355,0.554482356,0.55585318,0.557219497,0.558581403,0.559938989,0.561292346,0.56206985,0.562844109,0.563615181,0.564383123,0.56514799,0.565693316,0.566236005,0.566776099,0.56731364,0.567848668,0.568617077,0.569383025,0.570146549,0.570907688,0.571666478,0.572099432,0.572529967,0.57295812,0.573383928,0.573807426,0.574142374,0.574474892,0.57480502,0.575132792,0.575458245,0.575892653,0.576324613,0.576754163,0.57718134,0.577606181,0.577943407,0.578278161,0.578610484,0.578940412,0.579267983,0.579604647,0.579938847,0.58027062,0.580600005,0.580927038,0.581263938,0.581598367,0.581930364,0.582259966,0.58258721,0.582925417,0.58326113,0.583594387,0.583925228
"Governance Model (2020)","SSP3","Maldives","","Governance Index|Control of Corruption",0.325997925,0.327245042,0.328466074,0.32966232,0.330834981,0.331985176,0.332439443,0.332885773,0.333324383,0.333755477,0.334179254,0.33464363,0.335104409,0.335561654,0.336015426,0.336465784,0.337320772,0.338172857,0.339022084,0.339868495,0.340712134,0.34130281,0.341891045,0.342476872,0.343060324,0.343641433,0.344190162,0.344735492,0.345277481,0.345816184,0.346351657,0.347087217,0.34781954,0.348548678,0.349274683,0.349997605,0.350777654,0.351555326,0.352330653,0.353103668,0.3538744,0.354799402,0.355722721,0.356644373,0.357564378,0.358482753,0.359414259,0.360343988,0.361271958,0.36219819,0.363122703,0.363966284,0.364807936,0.365647683,0.366485547,0.36732155,0.368381162,0.369439065,0.370495279,0.371549821,0.37260271,0.372838404,0.373073035,0.37330661,0.373539139,0.373770628,0.374182844,0.374594443,0.375005429,0.375415805,0.375825573,0.376213386,0.376600719,0.376987575,0.377373954,0.377759859,0.378156034,0.378551679,0.378946796,0.379341388,0.379735456,0.380059602,0.380383044,0.380705784,0.381027827
"Governance Model (2020)","SSP3","Mali","","Governance Index|Control of Corruption",0.285067364,0.285291696,0.285515642,0.285739204,0.285962382,0.286185179,0.286802376,0.287413225,0.288017881,0.288616494,0.289209209,0.289825587,0.29043562,0.291039462,0.291637264,0.29222917,0.292724638,0.293214297,0.293698283,0.294176726,0.294649755,0.295194869,0.295735276,0.296271074,0.29680236,0.297329224,0.297809172,0.298285705,0.298758883,0.299228764,0.299695404,0.300030577,0.30036312,0.300693074,0.301020477,0.301345367,0.301748446,0.302149353,0.302548115,0.302944763,0.303339325,0.303622589,0.303903968,0.304183488,0.304461171,0.304737039,0.305007633,0.305276501,0.305543664,0.305809142,0.306072954,0.306444082,0.30681345,0.307181077,0.307546986,0.307911195,0.308184897,0.308456816,0.308726973,0.30899539,0.309262088,0.309647256,0.310030457,0.310411718,0.310791063,0.311168516,0.31189756,0.31262447,0.313349276,0.314072005,0.314792684,0.315099551,0.315404144,0.315706496,0.316006638,0.316304599,0.316718206,0.317129405,0.31753823,0.317944717,0.318348897,0.318767663,0.319183931,0.319597739,0.320009121
"Governance Model (2020)","SSP3","Malta","","Governance Index|Control of Corruption",0.650363226,0.652138743,0.653913846,0.655688536,0.657462816,0.659236688,0.661205375,0.663159529,0.665099703,0.667026417,0.668940166,0.671046764,0.673137276,0.675212345,0.677272574,0.679318535,0.68127666,0.683220655,0.68515105,0.687068344,0.688973013,0.691043843,0.693103554,0.695152516,0.697191082,0.699219589,0.701548189,0.703868047,0.706179424,0.708482567,0.710777714,0.712476105,0.714167549,0.715852232,0.717530329,0.719202011,0.720990528,0.722773262,0.724550355,0.726321941,0.72808815,0.729421076,0.730748803,0.73207145,0.733389133,0.734701963,0.736073154,0.737439123,0.738799989,0.740155869,0.741506875,0.742450285,0.743388396,0.74432133,0.745249207,0.746172141,0.746917685,0.747657953,0.748393065,0.749123141,0.749848294,0.750487373,0.75112136,0.75175037,0.752374517,0.752993908,0.753525125,0.754051464,0.754573032,0.755089936,0.755602276,0.755698395,0.755789726,0.755876373,0.755958439,0.756036024,0.756469237,0.756897562,0.757321107,0.757739978,0.758154276,0.758598995,0.759038563,0.759473099,0.759902716
"Governance Model (2020)","SSP3","Mauritania","","Governance Index|Control of Corruption",0.248887551,0.250085831,0.251260685,0.252413215,0.253544446,0.254655334,0.255867339,0.257068728,0.258259835,0.259440975,0.260612452,0.261258902,0.261900899,0.262538528,0.263171874,0.263801017,0.264367125,0.264930257,0.26549046,0.266047778,0.266602252,0.267141477,0.267678137,0.268212268,0.268743903,0.269273078,0.269835674,0.270395309,0.270952029,0.271505878,0.272056896,0.272961473,0.273862909,0.274761253,0.275656553,0.276548856,0.277142605,0.277732801,0.278319506,0.278902776,0.27948267,0.280081323,0.280676309,0.28126769,0.281855529,0.282439885,0.283032407,0.28362135,0.284206777,0.284788747,0.285367317,0.285943363,0.286516106,0.2870856,0.287651897,0.288215048,0.288769868,0.289321728,0.289870674,0.290416748,0.290959994,0.291513309,0.292063668,0.292611116,0.293155697,0.293697454,0.29424589,0.294791431,0.295334119,0.295873997,0.296411106,0.297290477,0.298166958,0.299040595,0.299911428,0.300779499,0.301331479,0.301880461,0.302426494,0.302969621,0.303509887,0.304069376,0.304625719,0.305178967,0.305729168
"Governance Model (2020)","SSP3","Mauritius","","Governance Index|Control of Corruption",0.532136792,0.533462761,0.534787184,0.536110082,0.537431472,0.538751375,0.539553845,0.54035613,0.541158231,0.541960145,0.542761871,0.54396446,0.545167042,0.546369617,0.547572185,0.548774747,0.549818249,0.550861102,0.55190331,0.552944878,0.553985812,0.555211357,0.556433894,0.557653474,0.558870149,0.56008397,0.561298679,0.562508635,0.563713944,0.564914707,0.566111021,0.567160302,0.568204109,0.569242571,0.570275813,0.571303955,0.572328689,0.573348516,0.574363546,0.575373885,0.576379636,0.577183216,0.577982419,0.578777339,0.579568063,0.58035468,0.58097119,0.581583112,0.582190545,0.582793585,0.583392325,0.584031335,0.584665255,0.585294201,0.585918283,0.586537612,0.587105058,0.587666779,0.588222914,0.588773596,0.589318953,0.589791231,0.590257705,0.590718515,0.591173797,0.591623683,0.592068305,0.592507779,0.592942223,0.59337175,0.59379647,0.59420578,0.594610724,0.595011392,0.595407876,0.59580026,0.596190418,0.596576607,0.596958905,0.597337391,0.597712141,0.598107858,0.598499492,0.598887126,0.599270841
"Governance Model (2020)","SSP3","Mexico","","Governance Index|Control of Corruption",0.355908418,0.358030044,0.360134988,0.362223914,0.364297447,0.366356175,0.368334376,0.370289075,0.372221382,0.374132331,0.376022885,0.377624303,0.379208563,0.380776357,0.382328337,0.383865116,0.385700098,0.387521734,0.389330497,0.391126837,0.39291118,0.394306297,0.395691658,0.39706756,0.398434283,0.399792097,0.401124021,0.402448029,0.403764336,0.405073147,0.40637466,0.407954512,0.409526026,0.411089434,0.412644958,0.414192812,0.415437415,0.416673723,0.417901969,0.419122371,0.420335142,0.421425135,0.422508339,0.423584925,0.424655056,0.425718888,0.426539097,0.42735425,0.428164457,0.428969819,0.429770439,0.430862166,0.431950087,0.433034268,0.434114779,0.435191683,0.435823312,0.436451651,0.437076757,0.437698683,0.438317479,0.438937676,0.439554767,0.440168801,0.440779828,0.441387896,0.441906456,0.442421947,0.442934419,0.443443918,0.443950492,0.444469217,0.444984853,0.44549745,0.446007055,0.446513716,0.447032546,0.447548269,0.448060932,0.448570587,0.449077279,0.44960135,0.450122204,0.450639894,0.45115447
"Governance Model (2020)","SSP3","Moldova","","Governance Index|Control of Corruption",0.300675877,0.307791104,0.314218213,0.320111251,0.325577688,0.330695485,0.336797704,0.342321582,0.347387492,0.352081727,0.356468267,0.360532348,0.364356235,0.367974012,0.371412978,0.374695339,0.377206433,0.379637109,0.38199426,0.384283922,0.386511419,0.388343414,0.390150914,0.391935098,0.393697062,0.395437825,0.396430441,0.397414528,0.398390323,0.399358055,0.400317943,0.401015921,0.401710073,0.402400468,0.403087172,0.40377025,0.404306037,0.404839098,0.40536947,0.405897194,0.406422306,0.406947619,0.40747035,0.407990536,0.408508211,0.40902341,0.409668692,0.410311027,0.410950458,0.411587031,0.412220787,0.412795646,0.413367047,0.413935049,0.414499707,0.415061078,0.41566499,0.41626487,0.416860793,0.41745283,0.418041052,0.41856495,0.419084417,0.419599542,0.420110406,0.420617092,0.421248992,0.421876236,0.422498917,0.423117125,0.42373095,0.424371002,0.425006196,0.425636633,0.426262408,0.426883615,0.427534739,0.428180733,0.428821707,0.429457766,0.430089011,0.430749815,0.431405243,0.432055411,0.432700434
"Governance Model (2020)","SSP3","Mongolia","","Governance Index|Control of Corruption",0.352120798,0.354066237,0.35596502,0.357820231,0.35963466,0.361410833,0.362931407,0.364429645,0.365906576,0.36736316,0.368800294,0.369863309,0.370917686,0.37196367,0.373001495,0.374031387,0.374769564,0.375504423,0.376236021,0.376964411,0.377689645,0.378195516,0.378699991,0.379203082,0.379704802,0.380205164,0.38057611,0.380946019,0.381314897,0.381682753,0.382049594,0.382311743,0.382572938,0.382833186,0.383092492,0.383350865,0.383722547,0.384093166,0.384462731,0.384831248,0.385198727,0.385568955,0.385938124,0.386306243,0.386673319,0.387039361,0.387405264,0.387770139,0.388133995,0.388496838,0.388858676,0.389219085,0.389578508,0.389936951,0.390294422,0.390650927,0.390921172,0.391190345,0.391458454,0.391725509,0.391991516,0.392375736,0.392758721,0.393140483,0.393521032,0.393900379,0.394292244,0.394682784,0.395072012,0.395459939,0.395846577,0.396237622,0.396627341,0.397015745,0.397402847,0.397788659,0.398179004,0.39856802,0.398955719,0.399342113,0.399727214,0.400114989,0.400501453,0.400886616,0.401270492
"Governance Model (2020)","SSP3","Morocco","","Governance Index|Control of Corruption",0.374945977,0.374853189,0.374760236,0.374667116,0.374573831,0.374480381,0.374945678,0.375410682,0.375875394,0.376339817,0.376803952,0.377091022,0.377377428,0.377663177,0.377948272,0.37823272,0.378793662,0.379353164,0.379911243,0.380467915,0.381023197,0.381662987,0.382301562,0.382938935,0.383575118,0.384210124,0.384802426,0.385393977,0.385984785,0.386574856,0.387164196,0.387822327,0.38847996,0.3891371,0.389793748,0.390449908,0.391038009,0.391625392,0.392212065,0.392798032,0.3933833,0.394025913,0.394667272,0.39530739,0.39594628,0.396583956,0.397092288,0.397598555,0.398102789,0.398605016,0.399105266,0.399650625,0.400193345,0.400733468,0.401271037,0.401806091,0.402247801,0.402686953,0.403123589,0.403557748,0.403989469,0.404729278,0.405467054,0.406202827,0.406936623,0.407668471,0.407850975,0.408031823,0.408211038,0.408388639,0.408564647,0.408848976,0.409131603,0.409412552,0.409691842,0.409969496,0.410279956,0.410588351,0.41089471,0.411199063,0.411501436,0.411843713,0.412183434,0.41252064,0.412855371
"Governance Model (2020)","SSP3","Mozambique","","Governance Index|Control of Corruption",0.305641782,0.305570823,0.305476485,0.305359885,0.305222056,0.305063964,0.305212368,0.305348744,0.305473507,0.305587047,0.30568974,0.305789845,0.305884957,0.305975184,0.306060634,0.306141411,0.306363158,0.306581457,0.306796369,0.307007955,0.307216276,0.307414089,0.30760888,0.3078007,0.3079896,0.308175628,0.308460741,0.308743019,0.309022508,0.309299253,0.3095733,0.309822914,0.310070256,0.31031536,0.310558258,0.310798983,0.311009512,0.311218317,0.31142542,0.311630843,0.311834606,0.312040617,0.31224496,0.312447655,0.312648722,0.31284818,0.313162531,0.313475079,0.313785846,0.314094857,0.314402134,0.314606664,0.314809536,0.315010772,0.31521039,0.315408412,0.315717812,0.316025467,0.3163314,0.316635631,0.316938183,0.317247579,0.317555226,0.317861147,0.318165363,0.318467895,0.318785034,0.319100317,0.319413766,0.319725407,0.320035264,0.320363313,0.320689348,0.321013399,0.321335491,0.321655651,0.321892174,0.32212658,0.322358898,0.322589159,0.32281739,0.32316286,0.323506052,0.323847001,0.324185737
"Governance Model (2020)","SSP3","Namibia","","Governance Index|Control of Corruption",0.524031519,0.525474347,0.526902501,0.528316541,0.529716997,0.531104368,0.532512751,0.533903891,0.535278499,0.536637244,0.537980756,0.539520237,0.541046512,0.54256006,0.544061335,0.545550767,0.546637471,0.547711752,0.548774048,0.549824774,0.550864323,0.551900149,0.552925296,0.553940112,0.554944932,0.555940071,0.556895232,0.557842211,0.558781244,0.559712556,0.560636362,0.561278429,0.561915335,0.562547199,0.563174135,0.563796253,0.564242079,0.564684754,0.565124335,0.565560878,0.565994436,0.566387887,0.566779063,0.567167998,0.567554727,0.567939284,0.568220023,0.568498701,0.568775348,0.569049993,0.569322665,0.56960025,0.569875819,0.570149402,0.570421027,0.570690722,0.570962439,0.571232225,0.571500106,0.57176611,0.572030263,0.57229338,0.572554685,0.572814204,0.57307196,0.573327978,0.573604994,0.573880002,0.574153032,0.574424113,0.57469327,0.57499148,0.575287364,0.57558096,0.575872303,0.576161425,0.576460845,0.576757922,0.577052691,0.577345189,0.577635449,0.577944907,0.578251861,0.578556354,0.578858422
"Governance Model (2020)","SSP3","Nepal","","Governance Index|Control of Corruption",0.270613713,0.271002667,0.271386889,0.271766482,0.272141544,0.272512169,0.273288986,0.274059775,0.274824683,0.275583849,0.276337412,0.277008045,0.277674227,0.27833605,0.278993604,0.279646976,0.280347242,0.281044393,0.281738481,0.282429559,0.283117679,0.283698998,0.284278945,0.284857533,0.285434779,0.286010696,0.286408047,0.286804827,0.287201042,0.287596693,0.287991785,0.288401257,0.288810586,0.289219773,0.289628817,0.290037719,0.29035217,0.290666467,0.290980611,0.291294603,0.291608442,0.292067012,0.292525238,0.292983125,0.293440671,0.29389788,0.294213477,0.294528366,0.294842552,0.295156041,0.295468837,0.295823535,0.296177163,0.296529732,0.29688125,0.29723173,0.297527595,0.297821941,0.298114786,0.298406147,0.298696042,0.299003333,0.299308958,0.299612936,0.299915288,0.300216034,0.300516433,0.300815248,0.3011125,0.301408206,0.301702385,0.301897252,0.302090621,0.302282507,0.302472928,0.302661902,0.30295829,0.303253137,0.303546461,0.30383828,0.304128612,0.304436654,0.304743003,0.305047681,0.305350707
"Governance Model (2020)","SSP3","Netherlands","","Governance Index|Control of Corruption",0.925287667,0.927053762,0.928814608,0.930570328,0.932321038,0.934066852,0.935816534,0.937558891,0.939294121,0.941022415,0.942743959,0.944257941,0.945765622,0.947267162,0.948762713,0.950252424,0.951396068,0.952534335,0.95366735,0.954795235,0.955918107,0.957278605,0.958634125,0.95998478,0.961330677,0.962671921,0.963684188,0.964691825,0.965694932,0.966693607,0.967687943,0.968495076,0.969297757,0.97009608,0.970890138,0.971680019,0.972616807,0.973549272,0.974477505,0.975401592,0.976321619,0.97692152,0.977517187,0.978108708,0.978696169,0.979279651,0.979679868,0.98007591,0.980467861,0.980855806,0.981239826,0.981643727,0.982043375,0.982438859,0.982830265,0.983217675,0.983627101,0.984032157,0.984432936,0.984829527,0.985222017,0.985541682,0.985856792,0.986167444,0.986473733,0.986775751,0.987198268,0.987616133,0.988029447,0.988438309,0.988842814,0.989266363,0.989685237,0.99009954,0.990509368,0.990914819,0.991333451,0.991747516,0.992157112,0.992562335,0.992963277,0.993708515,0.994449315,0.995185772,0.995917978
"Governance Model (2020)","SSP3","New Zealand","","Governance Index|Control of Corruption",0.969408266,0.970402101,0.971390324,0.972373069,0.973350467,0.974322641,0.975394864,0.976459437,0.977516572,0.978566473,0.979609336,0.980616287,0.981617306,0.98261254,0.983602129,0.984586209,0.985108653,0.985626413,0.986139591,0.986648287,0.987152596,0.988078569,0.989000444,0.989918304,0.990832231,0.991742304,0.992658028,0.993569861,0.994477882,0.995382166,0.996282786,0.996757974,0.99722946,0.997697316,0.99816161,0.998622412,0.999092651,0.999559282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP3","Nicaragua","","Governance Index|Control of Corruption",0.279791728,0.280968791,0.282142598,0.283313199,0.284480646,0.285644988,0.286830624,0.288010803,0.289185642,0.290355257,0.291519759,0.292801046,0.294076908,0.295347463,0.296612825,0.297873104,0.299302245,0.300725645,0.302143433,0.303555735,0.30496267,0.306122151,0.307276672,0.308426334,0.309571237,0.310711477,0.311718533,0.312721713,0.313721086,0.314716721,0.315708682,0.316566019,0.317420379,0.318271807,0.319120348,0.319966045,0.320712341,0.321455845,0.322196599,0.322934642,0.323670013,0.32441019,0.325147654,0.325882442,0.326614594,0.327344146,0.327992181,0.32863738,0.329279784,0.329919436,0.330556374,0.331563814,0.33256794,0.333568806,0.334566465,0.335560969,0.336258593,0.336952461,0.33764264,0.338329193,0.339012183,0.339616578,0.340217093,0.340813797,0.341406759,0.341996043,0.342590709,0.343181657,0.34376895,0.344352654,0.344932829,0.345520939,0.346105429,0.346686362,0.3472638,0.3478378,0.348421466,0.349001573,0.34957818,0.350151347,0.350721131,0.351307902,0.351891032,0.352470585,0.353046621
"Governance Model (2020)","SSP3","Niger","","Governance Index|Control of Corruption",0.248805732,0.248190479,0.247573302,0.246954175,0.246333074,0.245709974,0.2459938,0.246269803,0.246538197,0.246799186,0.247052968,0.247720103,0.248369366,0.249001499,0.249617198,0.250217116,0.251014957,0.251793502,0.252553585,0.253295983,0.254021428,0.254723822,0.255414482,0.256093801,0.256762155,0.257419898,0.257932831,0.258439613,0.258940393,0.259435313,0.259924513,0.260415421,0.260902788,0.261386676,0.261867147,0.262344262,0.262776563,0.263206321,0.263633573,0.264058355,0.264480705,0.264884015,0.265285206,0.265684307,0.266081345,0.266476348,0.266756708,0.267035276,0.267312073,0.26758712,0.267860438,0.268215541,0.268569138,0.268921247,0.269271884,0.269621063,0.270295429,0.270968436,0.271640099,0.272310431,0.272979445,0.273303338,0.273626059,0.273947618,0.274268025,0.274587291,0.274901735,0.275215096,0.275527382,0.275838603,0.276148769,0.276359879,0.276569946,0.27677898,0.27698699,0.277193983,0.277487175,0.277779471,0.278070878,0.278361401,0.278651049,0.27894099,0.279230058,0.279518259,0.2798056
"Governance Model (2020)","SSP3","Nigeria","","Governance Index|Control of Corruption",0.17897354,0.18148071,0.183941192,0.186358071,0.188734136,0.191071911,0.192416681,0.193747808,0.195065782,0.196371066,0.197664096,0.198833479,0.1999974,0.201155977,0.202309328,0.203457562,0.204682401,0.205902697,0.207118541,0.20833002,0.209537218,0.210661625,0.211781505,0.212896948,0.214008039,0.215114863,0.216151489,0.217183334,0.218210495,0.219233068,0.220251143,0.221443431,0.222630471,0.223812373,0.224989248,0.2261612,0.226914834,0.227663363,0.228406892,0.229145527,0.229879369,0.23057809,0.231272831,0.231963665,0.232650662,0.23333389,0.23386038,0.234384177,0.234905321,0.235423849,0.235939799,0.236645856,0.237349997,0.238052242,0.238752614,0.239451134,0.239770848,0.240089265,0.240406396,0.240722251,0.241036842,0.241230357,0.241422834,0.241614281,0.241804704,0.241994112,0.242261069,0.24252719,0.242792479,0.243056942,0.243320584,0.243914301,0.24450722,0.245099343,0.245690676,0.246281224,0.246526363,0.24677081,0.247014568,0.247257642,0.247500033,0.247836208,0.248171733,0.248506612,0.248840848
"Governance Model (2020)","SSP3","North Macedonia","","Governance Index|Control of Corruption",0.381008975,0.385250577,0.389364538,0.393364459,0.397261872,0.401066645,0.405251493,0.409338603,0.413337175,0.417255167,0.421099511,0.424332813,0.427512326,0.430641872,0.433724876,0.436764425,0.439385362,0.441978473,0.444545196,0.447086862,0.449604702,0.452071883,0.45452439,0.456962778,0.459387568,0.461799256,0.463455129,0.465102512,0.466741651,0.468372776,0.469996112,0.471351641,0.472701424,0.474045595,0.475384285,0.476717618,0.478249229,0.479776393,0.481299201,0.482817742,0.484332101,0.485303109,0.486270292,0.487233721,0.488193467,0.489149598,0.490118492,0.491083591,0.492044966,0.493002687,0.493956821,0.494828553,0.495696455,0.496560597,0.497421052,0.498277886,0.499057044,0.499832243,0.500603561,0.50137107,0.502134844,0.502825123,0.50351124,0.504193277,0.504871314,0.505545428,0.506245372,0.506940941,0.507632226,0.508319311,0.509002282,0.509513521,0.510020202,0.510522418,0.511020261,0.511513821,0.51203259,0.512546626,0.513056028,0.513560894,0.514061319,0.514585823,0.515105455,0.515620321,0.516130522
"Governance Model (2020)","SSP3","Norway","","Governance Index|Control of Corruption",0.9405893,0.941806752,0.943023708,0.944240165,0.945456118,0.946671564,0.947942047,0.94921091,0.950478176,0.951743864,0.953007995,0.954530136,0.956050423,0.957568881,0.959085537,0.960600414,0.961706049,0.962809623,0.963911165,0.965010705,0.966108271,0.967232024,0.968353443,0.969472562,0.970589418,0.971704045,0.972748916,0.973791137,0.974830753,0.975867805,0.976902336,0.977962675,0.979020102,0.980074667,0.98112642,0.982175408,0.983151933,0.984125286,0.985095525,0.986062705,0.98702688,0.987917277,0.988804275,0.989687938,0.990568327,0.991445502,0.992112351,0.992775598,0.993435315,0.994091567,0.994744419,0.995218091,0.995688089,0.996154485,0.996617349,0.997076747,0.99788464,0.998688828,0.999489384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP3","Oman","","Governance Index|Control of Corruption",0.485373264,0.485801214,0.486226233,0.486648368,0.487067666,0.487484173,0.487886762,0.488289214,0.488691528,0.489093704,0.489495744,0.48944512,0.489393793,0.489341759,0.489289014,0.489235552,0.489473216,0.489709781,0.489945237,0.490179574,0.490412782,0.49035339,0.490293234,0.49023231,0.490170613,0.490108136,0.490138621,0.490168877,0.490198904,0.490228703,0.490258272,0.490359868,0.490461352,0.490562722,0.490663981,0.490765127,0.491274575,0.491783739,0.492292619,0.492801216,0.493309531,0.493592865,0.49387516,0.494156425,0.494436668,0.494715899,0.495085232,0.49545248,0.49581767,0.496180832,0.496541992,0.496919775,0.497295342,0.497668726,0.498039955,0.49840906,0.49874249,0.499074304,0.49940452,0.499733157,0.500060234,0.500365445,0.500669367,0.500972013,0.501273397,0.50157353,0.501863672,0.502152681,0.502440568,0.502727343,0.503013018,0.503305256,0.503596335,0.503886266,0.504175059,0.504462725,0.504760563,0.505057177,0.505352579,0.505646781,0.505939794,0.506246922,0.506552717,0.506857194,0.507160367
"Governance Model (2020)","SSP3","Pakistan","","Governance Index|Control of Corruption",0.210996822,0.211023186,0.211049293,0.211075143,0.211100736,0.211126072,0.211280248,0.211434077,0.211587558,0.211740693,0.211893483,0.212353193,0.212811825,0.213269387,0.213725888,0.214181335,0.214761495,0.215339037,0.215914001,0.216486424,0.217056342,0.217598648,0.218137267,0.218672264,0.219203704,0.219731649,0.220400522,0.221065133,0.221725567,0.222381902,0.223034218,0.223610274,0.224181933,0.224749281,0.225312404,0.225871383,0.226445526,0.227015293,0.227580768,0.228142037,0.228699179,0.229357224,0.230011169,0.230661092,0.231307069,0.231949174,0.232485175,0.233017518,0.233546268,0.234071488,0.23459324,0.235340683,0.236084868,0.236825848,0.237563678,0.238298407,0.238802114,0.239302715,0.239800259,0.240294797,0.240786375,0.241289381,0.241789276,0.242286112,0.242779937,0.243270799,0.243679266,0.244084539,0.244486669,0.244885708,0.245281707,0.245793566,0.246302126,0.246807443,0.24730957,0.247808561,0.24832342,0.24883491,0.249343088,0.24984801,0.250349731,0.250866476,0.251379801,0.251889765,0.252396425
"Governance Model (2020)","SSP3","Panama","","Governance Index|Control of Corruption",0.3839131,0.3858987,0.387851,0.3897718,0.391663,0.393526,0.3948859,0.3962411,0.3975918,0.3989378,0.4002795,0.4010615,0.4018424,0.4026224,0.4034014,0.4041793,0.4052489,0.4063178,0.4073861,0.4084536,0.4095206,0.4102128,0.410904,0.411594,0.412283,0.4129709,0.4137436,0.4145142,0.4152829,0.4160495,0.4168141,0.4179943,0.4191713,0.4203451,0.4215157,0.4226833,0.423447,0.4242073,0.424964,0.4257174,0.4264674,0.4272084,0.4279463,0.4286811,0.4294128,0.4301416,0.4307386,0.4313332,0.4319254,0.4325153,0.4331028,0.4339938,0.4348828,0.4357701,0.4366554,0.4375389,0.4380703,0.4386001,0.4391284,0.4396551,0.4401803,0.4406018,0.4410219,0.4414405,0.4418577,0.4422735,0.4426849,0.443095,0.4435037,0.443911,0.4443171,0.4447201,0.4451218,0.4455222,0.4459213,0.4463193,0.446715,0.4471095,0.4475028,0.4478949,0.4482858,0.4486842,0.4490813,0.4494772,0.4498718
